1000
56.4, 122.2, 9.6
23.3, 41.4, 12.6
50.3, 94.3, 9.3
45.0, 103.5, 7.9
60.5, 150.6, 12.0
72.0, 75.0, 8.2
85.5, 117.8, 18.9
14.0, 18.2, 13.8
65.2, 75.4, 17.5
9.6, 65.0, 10.5
31.9, 78.6, 11.3
64.2, 69.5, 2.7
66.4, 87.2, 11.4
13.1, 77.7, 4.4
39.0, 78.7, 15.7
81.0, 95.4, 0.2
32.5, 38.2, 16.0
96.1, 127.5, 5.2
97.4, 139.4, 3.6
99.0, 125.4, 0.3
42.0, 116.8, 12.4
98.1, 180.0, 10.5
23.1, 43.3, 2.2
37.3, 106.3, 5.2
34.6, 86.3, 10.0
45.6, 73.7, 3.5
1.0, 85.8, 16.8
16.0, 113.5, 12.2
45.7, 141.2, 5.1
58.6, 114.4, 18.8
85.7, 111.1, 13.0
40.8, 70.0, 13.6
54.4, 94.5, 2.6
32.9, 60.8, 18.9
73.6, 124.4, 1.9
94.8, 120.7, 8.3
3.6, 25.7, 15.6
41.8, 59.3, 9.7
49.9, 67.3, 7.0
14.6, 112.1, 3.8
3.7, 17.8, 17.1
26.6, 116.0, 13.4
18.4, 43.8, 6.4
81.4, 121.4, 11.3
5.8, 9.0, 3.7
36.6, 106.1, 10.7
15.0, 18.7, 0.5
63.9, 64.9, 16.9
22.7, 112.4, 16.9
34.0, 39.8, 17.6
78.9, 146.8, 15.7
43.1, 135.5, 7.7
0.6, 33.0, 6.2
5.4, 21.3, 18.5
93.3, 150.9, 18.8
72.1, 115.4, 3.5
85.1, 143.8, 11.1
52.3, 123.2, 2.0
63.3, 76.2, 8.8
42.2, 71.9, 6.5
33.5, 84.0, 14.5
74.6, 170.5, 3.7
15.5, 94.3, 8.9
90.0, 143.1, 16.8
38.7, 109.1, 2.3
11.2, 82.9, 13.1
0.0, 22.6, 6.2
41.4, 88.2, 6.5
96.2, 150.8, 18.0
16.7, 20.9, 6.4
24.1, 120.7, 14.1
17.6, 69.4, 9.6
79.2, 110.7, 14.7
88.6, 138.0, 19.0
92.1, 184.0, 5.0
88.9, 128.4, 17.8
83.7, 167.4, 17.9
59.7, 106.5, 2.1
84.8, 142.3, 14.6
22.0, 35.3, 4.5
24.9, 47.5, 15.2
18.0, 103.5, 17.2
49.2, 102.1, 16.8
8.9, 35.4, 5.0
47.4, 51.5, 3.4
55.9, 120.2, 6.5
72.7, 134.9, 17.6
73.8, 84.0, 10.7
83.5, 119.2, 7.5
89.7, 115.9, 18.4
3.1, 8.6, 15.2
92.8, 169.1, 5.0
54.0, 129.0, 6.6
98.4, 176.9, 8.1
8.2, 62.3, 9.9
41.3, 119.3, 10.0
40.7, 100.3, 9.3
95.2, 132.1, 12.1
60.5, 106.9, 15.7
30.1, 114.6, 4.4
15.0, 86.7, 10.9
81.5, 106.2, 9.5
95.4, 115.0, 11.5
22.4, 70.8, 14.0
82.6, 121.3, 6.7
0.4, 37.6, 14.8
24.6, 68.2, 3.1
5.8, 20.1, 6.6
43.8, 106.6, 4.2
54.0, 133.1, 19.5
52.8, 54.6, 18.0
62.7, 123.0, 18.8
43.9, 113.0, 8.6
8.7, 43.4, 8.2
84.3, 177.0, 4.5
55.2, 56.3, 3.2
32.7, 64.7, 12.3
55.7, 72.3, 9.4
59.5, 150.0, 6.4
53.8, 109.8, 1.3
45.2, 65.9, 16.6
23.3, 63.5, 10.3
98.2, 165.2, 13.7
24.4, 100.6, 9.2
15.3, 34.9, 0.1
17.5, 115.7, 9.9
51.9, 53.4, 5.3
66.3, 166.2, 18.2
96.1, 123.5, 6.8
9.4, 106.4, 8.9
83.2, 141.5, 14.1
14.9, 50.5, 19.6
4.2, 28.6, 5.7
4.0, 25.5, 16.6
59.1, 76.6, 10.7
70.2, 166.2, 11.2
32.9, 132.5, 12.9
35.7, 76.6, 0.1
81.5, 175.0, 10.8
54.2, 93.9, 5.7
36.1, 106.3, 2.9
27.9, 114.0, 15.0
98.4, 112.0, 5.1
91.9, 149.3, 5.6
61.8, 130.2, 19.2
3.5, 61.3, 11.9
3.2, 102.2, 3.5
2.6, 56.6, 8.0
82.1, 166.6, 16.0
24.7, 61.3, 13.6
11.3, 66.9, 19.3
50.2, 81.3, 8.2
55.4, 149.1, 13.9
37.4, 102.3, 3.9
30.5, 122.5, 11.6
71.3, 166.2, 4.5
63.4, 128.0, 19.3
62.8, 100.5, 12.3
73.9, 125.1, 10.1
81.6, 143.0, 10.5
27.6, 111.0, 2.1
21.7, 100.2, 19.0
30.8, 90.2, 5.1
6.0, 85.3, 2.1
60.4, 113.9, 18.3
65.0, 135.1, 6.4
50.0, 89.5, 9.5
24.4, 75.1, 5.1
80.0, 108.0, 9.0
70.5, 157.8, 17.8
90.9, 94.7, 14.3
25.7, 93.2, 11.8
99.0, 139.3, 0.4
1.6, 46.7, 14.1
65.3, 133.0, 6.5
46.6, 104.2, 16.5
51.6, 147.7, 11.4
35.4, 78.4, 9.2
39.0, 121.8, 0.3
20.3, 98.1, 19.7
91.5, 135.8, 0.8
22.2, 70.7, 11.9
29.0, 74.4, 11.4
19.6, 101.6, 9.6
5.2, 92.0, 15.8
8.7, 107.7, 8.6
97.6, 160.0, 18.6
35.1, 69.7, 4.4
83.9, 177.0, 11.1
8.9, 77.3, 11.9
9.3, 55.0, 7.1
21.0, 50.3, 15.0
6.5, 47.8, 10.2
10.2, 32.4, 19.8
64.1, 72.6, 6.4
47.5, 96.5, 16.3
18.5, 24.7, 16.5
84.7, 164.2, 18.2
81.8, 141.3, 9.7
56.6, 112.1, 13.4
96.5, 147.6, 10.4
7.2, 12.3, 0.5
94.2, 187.3, 18.5
92.3, 117.9, 5.9
18.4, 109.4, 17.9
47.3, 110.8, 1.6
56.7, 93.0, 18.7
83.3, 176.3, 11.6
16.3, 90.7, 1.2
70.2, 157.0, 17.7
7.8, 98.6, 0.9
12.8, 25.4, 19.4
58.8, 113.7, 18.5
9.4, 85.2, 2.3
43.6, 61.8, 8.2
6.4, 71.3, 7.6
75.3, 100.7, 10.4
46.8, 59.8, 1.9
53.1, 134.3, 2.0
86.9, 92.2, 8.6
28.6, 127.8, 10.2
71.1, 154.5, 4.8
42.8, 94.2, 17.1
55.4, 149.6, 19.9
57.2, 122.1, 3.6
73.9, 136.2, 13.7
33.9, 42.8, 0.4
49.5, 92.6, 9.5
56.1, 93.4, 8.4
50.1, 92.8, 2.9
4.6, 11.6, 13.8
50.1, 94.9, 10.7
30.7, 70.1, 4.6
50.9, 98.0, 13.9
62.7, 101.2, 16.2
52.4, 78.6, 2.2
45.3, 53.0, 1.4
82.2, 97.5, 9.7
91.5, 161.3, 17.0
30.6, 103.0, 17.6
0.9, 2.4, 6.8
45.5, 142.5, 17.4
63.9, 163.1, 18.9
97.8, 110.3, 4.6
23.9, 58.4, 10.3
65.9, 100.0, 2.8
93.5, 152.0, 18.3
69.4, 162.2, 9.7
13.6, 78.8, 17.5
19.3, 79.9, 3.0
20.4, 107.3, 1.4
10.6, 67.6, 10.0
38.8, 86.8, 13.6
58.6, 70.4, 7.7
67.0, 161.8, 5.2
74.0, 85.5, 9.0
30.1, 41.5, 16.6
60.3, 110.2, 4.2
83.6, 171.3, 4.6
86.1, 155.9, 6.7
71.0, 166.8, 1.4
26.3, 67.8, 6.8
22.0, 114.6, 0.4
