10000
25.4, 35.4, 7.7
94.2, 156.7, 8.1
89.2, 138.2, 17.5
23.0, 99.8, 15.5
90.3, 136.4, 9.2
39.0, 45.4, 14.0
18.5, 72.3, 9.0
94.1, 178.8, 16.6
50.9, 70.2, 10.5
61.0, 71.6, 15.5
90.3, 99.3, 3.8
75.2, 112.8, 13.5
33.4, 95.1, 6.6
48.0, 77.8, 10.5
15.1, 69.9, 18.9
97.1, 150.5, 18.8
66.8, 147.1, 6.2
64.8, 97.9, 1.3
67.1, 163.1, 1.9
97.4, 125.8, 0.9
89.7, 119.9, 8.4
69.1, 165.2, 19.1
39.7, 73.8, 12.2
21.1, 85.5, 13.0
64.3, 89.0, 14.5
73.4, 127.2, 18.9
98.8, 107.3, 12.4
83.7, 108.4, 12.2
55.3, 60.5, 17.6
86.2, 139.5, 6.4
33.1, 123.2, 7.6
1.8, 83.4, 13.8
93.0, 136.2, 11.9
53.0, 92.3, 2.2
5.8, 78.7, 13.1
55.8, 114.9, 5.2
16.6, 65.1, 1.0
87.0, 153.9, 1.7
83.3, 138.6, 8.7
89.5, 146.8, 12.4
18.3, 65.7, 2.6
74.8, 76.8, 14.2
24.9, 119.4, 0.1
39.8, 83.7, 18.6
53.7, 140.3, 10.9
40.1, 79.1, 17.6
68.6, 102.0, 11.2
39.7, 88.9, 18.9
29.7, 45.0, 11.3
91.2, 157.1, 9.1
55.0, 114.3, 16.0
22.5, 37.5, 17.5
61.4, 65.3, 6.6
54.2, 92.6, 5.5
81.0, 94.0, 8.7
11.2, 24.4, 13.1
57.1, 68.3, 2.1
40.2, 63.0, 9.1
96.2, 183.3, 8.4
14.1, 29.8, 3.9
45.4, 51.2, 5.9
72.5, 95.9, 3.6
47.0, 103.5, 6.1
50.6, 99.8, 6.1
48.9, 101.5, 0.3
90.1, 159.3, 5.2
75.6, 110.8, 16.0
76.4, 156.9, 12.8
83.1, 146.4, 12.9
57.6, 70.3, 9.4
23.9, 36.4, 19.3
94.8, 150.8, 2.5
14.4, 41.5, 1.6
86.2, 145.2, 11.3
91.3, 111.8, 19.7
11.4, 100.0, 19.0
32.1, 50.9, 2.4
74.3, 79.3, 2.7
17.6, 49.9, 4.7
73.7, 90.5, 7.8
24.9, 51.5, 4.1
95.0, 102.9, 14.5
89.3, 97.1, 8.5
35.9, 83.4, 1.4
12.4, 44.2, 18.4
6.3, 101.1, 4.5
76.4, 84.6, 5.8
60.4, 65.1, 14.7
31.5, 65.1, 3.0
62.5, 131.4, 19.6
88.2, 131.2, 1.1
30.9, 91.1, 0.4
59.5, 121.5, 16.5
81.5, 132.0, 14.2
56.7, 60.9, 3.0
98.7, 165.4, 9.1
21.5, 115.2, 17.9
67.0, 93.4, 9.8
51.4, 79.8, 6.2
13.9, 105.3, 5.3
10.7, 20.4, 0.3
61.0, 124.9, 10.9
1.9, 87.2, 14.3
76.9, 161.1, 16.9
95.6, 181.8, 12.8
84.1, 117.0, 1.0
60.2, 93.3, 12.3
46.6, 77.2, 7.4
32.3, 106.8, 17.8
38.1, 83.0, 17.4
47.1, 96.3, 12.1
63.5, 148.5, 0.3
17.6, 22.2, 15.9
38.3, 103.7, 16.4
72.5, 76.0, 3.0
65.0, 67.5, 1.2
21.9, 59.7, 8.3
75.9, 131.8, 16.4
16.1, 89.9, 1.2
47.7, 127.6, 6.8
39.1, 129.9, 4.2
30.3, 67.7, 11.0
17.4, 65.4, 5.9
76.5, 161.7, 16.3
52.5, 137.4, 6.8
8.0, 29.0, 11.3
23.0, 23.9, 13.1
17.5, 115.2, 4.4
5.7, 95.2, 17.2
79.4, 92.9, 6.8
43.2, 108.0, 13.6
13.6, 70.0, 6.4
71.9, 164.4, 3.3
80.5, 168.7, 8.6
6.8, 14.5, 19.2
42.2, 75.8, 8.3
17.7, 95.1, 5.3
54.1, 149.4, 1.8
34.1, 91.0, 0.3
26.1, 49.8, 12.9
